#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:sequence_data" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="relativeDeathRate2.t:sequence_data" lower="0.0" name="relativeDeathRate" upper="1.0">0.5</parameter>
#            <parameter id="birthRate2.t:sequence_data" lower="0.0" name="birthDiffRate" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:sequence_data">
#                <taxonset id="TaxonSet.sequence_data" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:sequence_data" name="distribution" x="@birthRate2.t:sequence_data">
#            <Uniform id="Uniform.0" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:sequence_data" name="distribution" x="@relativeDeathRate2.t:sequence_data">
#            <Uniform id="Uniform.01" name="distr"/>
#        </prior>
#        <prior id="UCMeanRatePrior.c:sequence_data" name="distribution">
#            <parameter id="ucedMean.c:sequence_data" name="x">1.0</parameter>
#            <Uniform id="Uniform.02" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="all.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:sequence_data">
#            <taxonset id="all" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="t14" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t15" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t16" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t17" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t10" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t11" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t12" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t13" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t18" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t19" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t8" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t9" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t6" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t7" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t4" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t5" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t2" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t3" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t1" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t21" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t20" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t23" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t22" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t25" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="t24" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean">100.0</parameter>
#                <parameter estimate="false" id="RealParameter.01" name="sigma">0.5</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@sequence_data" id="treeLikelihood.sequence_data" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:sequence_data">
#            <siteModel id="SiteModel.s:sequence_data" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:sequence_data" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:sequence_data" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:sequence_data" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:sequence_data" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@ucedMean.c:sequence_data" id="ExponentialRelaxedClock.c:sequence_data" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:sequence_data">
#                <Exponential id="Exponential.c:sequence_data" name="distr">
#                    <parameter id="UCExpLambda.c:sequence_data" name="mean">1.0</parameter>
#                </Exponential>
#                <rateCategories dimension="48" id="expRateCategories.c:sequence_data" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	rateStat.mean	rateStat.variance	rateStat.coefficientOfVariation	BirthDeath	birthRate2	relativeDeathRate2	monophyletic(all)	logP(mrca(all))	mrcatime(all)	ucedMean	
0	-27897.389575596986	-8296.664939366263	-19600.724636230723	-8296.664939366263	1.0096874983313335	1.0877837453066093	0.5248531846470543	0.8118847187355979	4.5728487569430225	1.0	0.5	1	-19598.389729708684	1.0096874983313335	1.0	
10000	-2875.795984047486	-2806.3757726872145	-69.42021136027155	-2806.3757726872145	100.59026883437102	0.003182024376145991	2.0521386117593334E-4	0.9824336720605789	-61.58983013498525	0.031111469303715097	0.9260221459150983	1	-0.922625946304165	100.59026883437102	0.019282136542178394	
20000	-2758.9798951304574	-2687.688888186506	-71.2910069439513	-2687.688888186506	100.04966220680055	0.002732842269510446	9.886943093429589E-5	0.881761067766026	-64.15252764275584	0.015538233471173196	0.947516247369139	1	-0.23072402221332816	100.04966220680055	0.011164837098761898	
30000	-2759.5809787912067	-2686.745838969119	-72.83513982208731	-2686.745838969119	101.00614204928473	0.0026290720578605216	6.836160159199095E-5	0.806055774039697	-63.67694954378268	0.026354536835951403	0.9565954859900815	1	-2.2504349993224926	101.00614204928473	0.01008680532519482	
40000	-2757.0526499160346	-2675.4733649580185	-81.57928495801615	-2675.4733649580185	100.31638904048579	0.0027880562772534196	5.31365578247042E-5	1.0262423383095227	-74.24553427651024	0.0192862147662781	0.9060416664091526	1	-0.42599540252376267	100.31638904048579	0.0077218854721321385	
50000	-2762.4842639013245	-2677.329487490528	-85.15477641079646	-2677.329487490528	99.3767115219622	0.002355203904784236	5.3244188598986485E-5	1.1789349281062556	-77.24425272546026	0.034214437867282364	0.8487726975200678	1	-1.002768406354064	99.3767115219622	0.006430757545931188	
60000	-2758.330236907854	-2673.353598147638	-84.97663876021632	-2673.353598147638	100.70151235334374	0.0024914707361662564	4.50912716903457E-5	1.0992815807108902	-76.8588529648017	0.051826551224405853	0.8235291729874719	1	-1.210030516432485	100.70151235334374	0.006712983629072274	
70000	-2760.3962062510195	-2677.812369685323	-82.58383656569661	-2677.812369685323	99.60190791356163	0.0028203717573042006	5.9262298559790046E-5	1.0060179893865966	-75.13333531550005	0.025832538495817924	0.91932640231763	1	-0.542745971214433	99.60190791356163	0.008022294886262778	
80000	-2757.610786763876	-2676.2753903299217	-81.33539643395437	-2676.2753903299217	99.11552028038057	0.002309147487371887	3.8447345428938965E-5	0.9608109997995604	-72.63724105349137	0.009625646255946767	0.9759551840063727	1	-1.7904001014808757	99.11552028038057	0.007702884899392405	
90000	-2759.5621530375083	-2671.219992809751	-88.34216022775739	-2671.219992809751	100.13702759534637	0.0020717348142706483	2.0623868486621336E-5	0.995964100708332	-81.17106047235771	0.04177773790362434	0.6866090315700071	1	-0.2633444764175431	100.13702759534637	0.005512220484510167	
100000	-2760.684709634357	-2674.7753899497434	-85.90931968461402	-2674.7753899497434	100.0591609098917	0.0021650564816995546	2.8787939583826955E-5	0.9778177757538956	-78.76877302646872	0.017965521277949266	0.9284419519292886	1	-0.2327913791631555	100.0591609098917	0.0049549957575718475	
110000	-2760.736054457017	-2670.375938912115	-90.36011554490182	-2670.375938912115	99.29306682163546	0.002134825943825866	1.3006621117318226E-5	0.8660948779446485	-82.22705987592978	0.02434217760457568	0.8716278629124105	1	-1.2253003899898993	99.29306682163546	0.004014798718588342	
120000	-2767.426293995842	-2677.2893584417784	-90.13693555406383	-2677.2893584417784	100.0263850115374	0.0018633195448214267	3.3580771092034706E-5	1.2177060270057691	-83.0019965847693	0.025880112556922696	0.7864375877783585	1	-0.22718369031238483	100.0263850115374	0.004479311711239767	
130000	-2747.0947068086057	-2664.600082264083	-82.49462454452258	-2664.600082264083	100.61572139598071	0.0023781252802361555	4.288008188600298E-5	1.1478337144009514	-74.60285223795884	0.035788673746699196	0.8503757601309949	1	-0.9840170275816051	100.61572139598071	0.007701707371251353	
140000	-2732.81390398806	-2657.531179114431	-75.28272487362915	-2657.531179114431	99.59880770071346	0.0026606992845622534	3.160062828799897E-5	0.8798772122584447	-67.82726771998865	0.01595628996079695	0.951012842082816	1	-0.5477018746583608	99.59880770071346	0.0075974209528204585	
150000	-2745.2512647153417	-2670.062029248975	-75.18923546636677	-2670.062029248975	99.27524026397904	0.0026617445653990984	2.1458764425129902E-5	0.729427360210655	-67.00513548482557	0.004689171009240182	0.9841841235514788	1	-1.2763447025590615	99.27524026397904	0.007150162523742447	
160000	-2751.59377423337	-2665.2344518743853	-86.35932235898461	-2665.2344518743853	101.51697162987004	0.0022750431495940646	1.3312961257555734E-5	0.8803145050908019	-74.62336987569661	0.017882092565605436	0.9489707408757966	1	-4.828197204305872	101.51697162987004	0.00627517644267584	
